department;municipality;postal_code;neighbourhood
Managua;Managua;14192;Magnolia
Managua;Managua;14193;Sector Noroeste Las Colinas
Managua;Managua;14194;Sector Norte Las Colinas
Managua;Managua;14195;Goenz
Managua;Managua;14196;Sector Hotel Las Colinas
Managua;Managua;14197;Paseo Las Colinas
Managua;Managua;14198;Cumbres De Las Colinas
Managua;Managua;14199;Las Colinas
Managua;Managua;14201;Cedros De Las Colinas
Managua;Managua;14202;Lomas De Las Colinas
Managua;Managua;14203;Sector Noreste Las Colinas
Managua;Managua;14204;Naciones Unidas
Managua;Managua;14205;Villa Cuba Libre
Managua;Managua;14206;Sector Oeste Colinas De Santa Cruz
Managua;Managua;14207;Flor De Las Colinas
Managua;Managua;14208;Villa Loreto
Managua;Managua;14209;Colinas De Santa Cruz
Managua;Managua;14211;Sector Norte Colinas De Santa Cruz
Managua;Managua;14212;Sector Norte Las Jaguitas
Managua;Managua;14213;Sector Oeste Comarca Las Enramadas
Managua;Managua;14214;Cuatro Esquinas De Las Enramadas
Managua;Managua;14215;Sector Este Comarca Las Enramadas
Managua;Managua;14216;Sector Sureste Comarca Las Enramadas
Managua;Managua;14217;Mayales
Managua;Managua;14218;Sector Sur Comarca Las Enramadas
Managua;Managua;14219;Sector Norte Comarca Esquipulas
Managua;Managua;14221;Sector Este Las Cuarezma
Managua;Managua;14222;Sector Sur Comarca Las Jaguitas
Managua;Managua;14223;Sector Este Las Colinas
Managua;Managua;14224;Villa Florencia
Managua;Managua;14225;Colinas Sur
Managua;Managua;14226;Frascati
Managua;Managua;14227;Terracota 1 Y 2
Managua;Managua;14228;Estefanía
Managua;Managua;14229;Acoma
Managua;Managua;14231;Las Cuarezmas
Managua;Managua;14232;San Pablo
Managua;Managua;14233;Jardines De Las Colinas
Managua;Managua;14234;El Boquete Sector Norte Santo Domingo
Managua;Managua;14235;Mirador Sur Santo Domingo
Managua;Managua;14236;Mirador Norte Santo Domingo
Managua;Managua;14237;Lomas De Notredame
Managua;Managua;14238;Sector Norte El Mirador
Managua;Managua;14239;Castellana
Managua;Managua;14241;Alamedas Km 8 Carretera Masaya
Managua;Managua;14242;Las Lomas Camino Viejo
Managua;Managua;14243;Villa Bellini
Managua;Managua;14244;Sector Sur Cruz Del Paraíso
Managua;Managua;14245;Los Membreños
Managua;Managua;14246;Sector Norte San Isidro De La Cruz Verde
Managua;Managua;14247;Combatiente Desconocido
Managua;Managua;14248;Urbanización Gloria
Managua;Managua;14249;Sector Norte Jocote Dulce
Managua;Managua;14251;Vincent Poujardeu
Managua;Managua;14252;Miralagos
Managua;Managua;14253;Sector Sur Jocote Dulce
Managua;Managua;14254;Sector Oeste San Isidro De La Cruz Verde
Managua;Managua;14255;Sector San Isidro De La Cruz Verde
Managua;Managua;14256;Los Andes
Managua;Managua;14257;Jacarandas
Managua;Managua;14258;La Quinta
Managua;Managua;14259;Altos De Santo Domingo
Managua;Managua;14261;Anexo Las Sierritas Santo Domingo
Managua;Managua;14262;Santa Mónica
Managua;Managua;14263;Lomas De Santo Domingo
Managua;Managua;14264;Sierritas De Santo Domingo
Managua;Managua;14265;Sector Norte Sierritas De Santo Domingo
Managua;Managua;14266;Urbanización Madrid
Managua;Managua;14267;Acrópolis
Managua;Managua;14268;Pedregal
Managua;Managua;14269;Los Palmares
Managua;Managua;14271;Germán Silva
Managua;Managua;14272;16 De Marzo
Managua;Managua;14273;Barrio Nuevo
Managua;Managua;14274;Bosques De Santa María
Managua;Managua;14275;Santa María De Los Lagos
Managua;Managua;14276;Villas Gaudi
Managua;Managua;14277;Sector Cuatro Esquinas De Esquipulas
Managua;Managua;14278;Michelangelo
Managua;Managua;14279;Entreverde
Managua;Managua;14281;Altos De Las Colinas
Managua;Managua;14282;Sector Oeste Comarca Esquipulas
Managua;Managua;14283;Sector Esquipulas
Managua;Managua;14284;Ermitas De Esquipulas
Managua;Managua;14285;Vistas De Esquipulas
Managua;Managua;14286;Sector Noreste Los Vanegas
Managua;Managua;14287;El Cenicero
Managua;Managua;14288;Los Vanegas
Managua;Managua;14289;Sector Sur Esquipulas
Managua;Managua;14291;Villanova
Managua;Managua;14292;Berlín
Managua;Managua;14293;Las Praderas
Managua;Managua;14294;Paseo Del Prado
Managua;Managua;14295;Villa Del Rosario
Managua;Managua;14296;Alamedas Santo Domingo
Managua;Managua;14297;Palma Real
Managua;Managua;14298;Sector Norte Estancia De Santo Domingo
Managua;Managua;14299;Estancia Santo Domingo
Managua;Managua;14301;Sector Sur Altos De Santo Domingo
Managua;Managua;14302;Altamonte
Managua;Managua;14303;Palermo
Managua;Managua;14304;Bosques Del Prado
Managua;Managua;14305;Sector Sur Sierritas De Santo Domingo
Managua;Managua;14306;Hadas Villas
Managua;Managua;14307;Villa De Andalucía
Managua;Managua;14308;La Arboleda Santo Domingo
Managua;Managua;14309;Bosques De Santo Domingo
Managua;Managua;14311;Quintas Del Valle
Managua;Managua;14312;El Rodeo Santo Domingo
Managua;Managua;14313;Haras De La Hoyada
Managua;Managua;14314;Condesa 1 Y 2
Managua;Managua;14315;Valle Blanco
Managua;Managua;14316;Valle Azul
Managua;Managua;14317;El Encanto 1 Y 2
Managua;Managua;14318;Sector Oeste Comarca Santo Domingo
Managua;Managua;14319;Bosques De San Isidro
Managua;Managua;14321;Sector Sur San Isidro De La Cruz Verde
Managua;Managua;14322;Monte Carlos
Managua;Managua;14323;La Esperanza Jocote Dulce
Managua;Managua;14324;Los Angeles Jocote Dulce
Managua;Managua;14325;Sector Sur Jocote Dulce
Managua;Managua;14326;Portal Del Bosque
Managua;Managua;14327;Intermezzo Del Bosque
Managua;Managua;14328;Balcones De Santo Domingo 2
Managua;Managua;14329;Balcones De Santo Domingo 1
Managua;Managua;14331;Sector Sureste San Isidro De La Cruz Verde
Managua;Managua;14332;Jardines De Santo Domingo 2
Managua;Managua;14333;Jardines De Santo Domingo 1
Managua;Managua;14334;San Antonio Sur
Managua;Managua;14335;Puertas Del Sol
Managua;Managua;14336;Sacuanjoche
Managua;Managua;14337;Valle Del Prado
Managua;Managua;14338;Campo Bello
Managua;Managua;14339;Las Palmeras
Managua;Managua;14341;Los Geranios
Managua;Managua;14342;Sector Norte Comarca San Antonio Sur
Managua;Managua;14343;Sector Sur Comarca San Antonio Sur
Managua;Managua;14344;Sector Este Comarca Candelaria Sur
Managua;Managua;14345;Sector Oeste Comarca Candelaria Sur
Managua;Tipitapa;15100;Master code
Managua;San Francisco Libre;15300;Master code
Managua;Mateare;15500;Master code
Managua;Ciudad Sandino;15700;Master code
Managua;El Crucero;16100;Master code
Managua;Ticuantepe;16300;Master code
Managua;Villa El Carmen;16500;Master code
Managua;San Rafael Del Sur;16700;Master code
León;León;21000;Master code
León;La Paz Centro;22100;Master code
León;Nagarote;22200;Master code
León;Quezalguaque;22300;Master code
León;Telica;22400;Master code
León;Larreynaga;22500;Master code
León;El Jicaral;22600;Master code
León;Santa Rosa del Peñón;22700;Master code
León;El Sauce;22800;Master code
León;Achuapa;22900;Master code
Chinandega;Chinandega;25000;Master code
Chinandega;Chichigalpa;26100;Master code
Chinandega;El Viejo;26200;Master code
Chinandega;El Realejo;26300;Master code
Chinandega;Corinto;26400;Master code
Chinandega;Posoltega;26500;Master code
Chinandega;Puerto Morazán;26600;Master code
Chinandega;Villanueva;26700;Master code
Chinandega;Somotillo;26800;Master code
Chinandega;San Francisco del Norte;26900;Master code
Chinandega;Santo Tómas del Norte;27100;Master code
Chinandega;Cinco Pinos;27200;Master code
Chinandega;San Pedro del Norte;27300;Master code
Estelí;Estelí;31000;Master code
Estelí;Condega;32100;Master code
Estelí;Pueblo Nuevo;32200;Master code
Estelí;San Juan de Limay;32300;Master code
Estelí;San Nicolás;32400;Master code
Estelí;La Trinidad;32500;Master code
Madriz;Somoto;34000;Master code
Madriz;Yalaguina;35100;Master code
Madriz;Palacaguina;35200;Master code
Madriz;Totogalpa;35300;Master code
Madriz;San Lucas;35400;Master code
Madriz;Las Sabanas;35500;Master code
Madriz;San José de Cusmapa;35600;Master code
Madriz;Telpaneca;35700;Master code
Madriz;San Juan de Rio Coco;35800;Master code
Nueva Segovia;Ocotal;37000;Master code
Nueva Segovia;Mozonte;38100;Master code
Nueva Segovia;Dipilto;38200;Master code
Nueva Segovia;Macuelizo;38300;Master code
Nueva Segovia;Ciudad Antigua;38400;Master code
Nueva Segovia;San Fernando;38500;Master code
Nueva Segovia;Santa María;38600;Master code
Nueva Segovia;Quilalí;38700;Master code
Nueva Segovia;El Jícaro;38800;Master code
Nueva Segovia;Murra;38900;Master code
Nueva Segovia;Wiwilí de Nueva Segovia;39100;Master code
Nueva Segovia;Jalapa;39200;Master code
Masaya;Masaya;41000;Master code
Masaya;Tisma;42100;Master code
Masaya;Nindirí;42200;Master code
Masaya;La Concepción;42300;Master code
Masaya;Nandasmo;42400;Master code
Masaya;Catarina;42500;Master code
Masaya;Masatepe;42600;Master code
Masaya;Niquinohomo;42700;Master code
Masaya;San Juan de Oriente;42800;Master code
Granada;Granada;43000;Master code
Granada;Diriomo;44100;Master code
Granada;Diriá;44200;Master code
Granada;Nandaime;44300;Master code
Carazo;Jinotepe;45000;Master code
Carazo;Dolores;46100;Master code
Carazo;El Rosario;46200;Master code
Carazo;Diriamba;46300;Master code
Carazo;San Marcos;46400;Master code
Carazo;La Paz de Carazo;46500;Master code
Carazo;Santa Teresa;46600;Master code
Carazo;La Conquista;46700;Master code
Rivas;Rivas;47000;Master code
Rivas;San Jorge;48100;Master code
Rivas;Buenos Aires;48200;Master code
Rivas;Potosí;48300;Master code
Rivas;Belén;48400;Master code
Rivas;Tola;48500;Master code
Rivas;San Juan del Sur;48600;Master code
Rivas;Moyogalpa;48700;Master code
Rivas;Altagracia;48800;Master code
Rivas;Cárdenas;48900;Master code
Boaco;Boaco;51000;Master code
Boaco;Camoapa;52100;Master code
Boaco;Santa Lucia;52200;Master code
Boaco;Teustepe;52300;Master code
Boaco;San Lorenzo;52400;Master code
Boaco;San José de los Remates;52500;Master code
Chontales;Juigalpa;55000;Master code
Chontales;Acoyapa;56100;Master code
Chontales;Santo Tomás;56200;Master code
Chontales;La Libertad;56300;Master code
Chontales;San Francisco de Cuapa;56400;Master code
Chontales;Comalapa;56500;Master code
Chontales;Villa Sandino;56600;Master code
Chontales;San Pedro de Lóvago;56700;Master code
Chontales;Santo Domingo;56800;Master code
Chontales;El Coral;56900;Master code
Matagalpa;Matagalpa;61000;Master code
Matagalpa;San Ramón;62100;Master code
Matagalpa;Sébaco;62200;Master code
Matagalpa;Terrabona;62300;Master code
Matagalpa;San Dionisio;62400;Master code
Matagalpa;Esquipulas;62500;Master code
Matagalpa;Muy Muy;62600;Master code
Matagalpa;El Tuma La Dalia;62700;Master code
Matagalpa;Ciudad Darío;62800;Master code
Matagalpa;San Isidro;62900;Master code
Matagalpa;Matiguas;63100;Master code
Matagalpa;Río Blanco;63200;Master code
Matagalpa;Rancho Grande;63300;Master code
Jinotega;Jinotega;65000;Master code
Jinotega;San Rafael del Norte;66100;Master code
Jinotega;San Sebastián de Yalí;66200;Master code
Jinotega;La Concordia;66300;Master code
Jinotega;Santa María de Pantasma;66400;Master code
Jinotega;El Cuá;66500;Master code
Jinotega;San José de Bocay;66600;Master code
Jinotega;Wiwilí de Jinotega;66700;Master code
RAAN;Puerto Cabezas;71000;Master code
RAAN;Waspam;72100;Master code
RAAN;Rosita;72200;Master code
RAAN;Bonanza;72300;Master code
RAAN;Siuna;72400;Master code
RAAN;Prinzapolka;72500;Master code
RAAN;Mulukukú;72600;Master code
RAAN;Waslala;72700;Master code
RAAS;Bluefields;81000;Master code
RAAS;Corn Island;82100;Master code
RAAS;Kukrahill;82200;Master code
RAAS;El Rama;82300;Master code
RAAS;Muelle de los Bueyes;82400;Master code
RAAS;Nueva Guinea;82500;Master code
RAAS;Laguna de Perlas;82600;Master code
RAAS;El Tortuguero;82700;Master code
RAAS;El Ayote;82800;Master code
RAAS;Desembocadura de Cruz Río Grande;82900;Master code
RAAS;Cruz del Río Grande;83100;Master code
RAAS;Paiwas;83200;Master code
Rio San Juan;San Carlos;91000;Master code
Rio San Juan;San Miguelito;92100;Master code
Rio San Juan;El Castillo;92200;Master code
Rio San Juan;El Almendro;92300;Master code
Rio San Juan;Morrito;92400;Master code
Rio San Juan;San Juan de Nicaragua;92500;Master code
